,0,1
475,「スクエアゴールド」は、ゲームや投稿などを楽しんで貯めることができる「イオンスクエア」独自のポイントサービスであり、現金やWAONへの換金はできないが、貯めた「スクエアゴールド」は商品プレゼントの応募などに使用できる,できる
476,作ったファイルはExcel形式に変換して、パソコンに送信できる,できる
477,ちゃんと目的のセルを参照しているかどうかをチェックしたいときに使える、便利ワザを紹介しよう,使う
478,苦しい言い訳をさせてもらうと速報性を優先したために推敲等も一切せずタイトルでの「あやしい」という言葉は正規アプリだったときに言い訳できず不適切だと判断して「不審」と直した程度で掲載,できる
479,こんな人におすすめ：お子様のリズム感覚を鍛えたい人こんなときにおすすめ：お子様と楽しみたいときアプリ名：おやこでリズムえほんプラスカテゴリ：教育価格：無料お子様と一緒に楽しめるアプリのご紹介です,楽しむ
480,このため動画の撮影や静止画の撮影でケースを外さずに行えるようになっている,行う
481,iPhoneをマイ自転車に搭載できる強力な防水機能マウント・シンプル・スリム,できる
482,もしレビューアーに選出され、実際にレビューを書いた人にはレビュー後にもれなくレビュー対象製品がプレゼントされることになっている,もる
483,IntelZ77Expressチップセットを搭載したGIGABYTEの「GA-Z77X-UD3H」は、第2世代「IntelCoreiシリーズ（SandyBridge）」および第3世代「IntelCoreiシリーズ（IVYBridge）」のパフォーマンスを最大限に引き出せるミドルレンジクラスのマザーボードである,引き出す
484,今後、一般家庭に於ける太陽光発電など、小規模な発電が様々な場所で行われるようになると、発電所からの電力に加えて、そうした小規模発電によって生まれた電気のやり取りなどをインテリジェンスに行える送電網の最適化が必要となる,行う
485,■全員がもらえるUltrabook.jpステッカーUltrabooker.jpブースで専用の参加申し込みフォームから応募すると、抽選でオリジナルグッズがもらえるプレゼントに参加できる,できる
486,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
487,■メモ帳を使ってバッチファイルを作成するempty.exeをC:\Windows\System32以下にコピーできたら、このプログラムが使えるようになっている,できる
488,ほか、国の特徴が学べる国図鑑もついていて、難しいときは、図鑑を見てからクイズに挑戦できます,できる
489,政府にまかせて本音を言わない方が多い」「ほとんどの国民が既に知っていることをさも自分が聞き出してきたような言い方を,まかす
490,アカウントホールドはいつでも解除できるし、その間にやめることもできる,やむ
491,入会は簡単だが、解約が面倒だったり、料金の支払いを止めるにはやめるしか手が無いという方法ではなく、いくつかのオプションを用意して、ユーザーに解約以外の方法を選べるようにするというのもサービスという点では重要だろう,選ぶ
492,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
493,電子書籍は永遠に読めるのか・インテルSSD520をMacに装着,読む
494,そこでLGは、ボタンの数を最小限に抑え、直感的に操作ができる新しい発想の「マジックリモコンlを開発した,できる
