,0,1,2
547,一眼レフカメラと同等の高画質でありながら、コンパクトカメラのように手軽にどこにでも持ち歩ける小型ボディを実現した点で、ミラーレスデジタル一眼はカメラの新しい分野を確立した,持ち歩く,n
548,この機能を使えば、集合写真などのように、離れた場所から写真を撮りたい場合に便利に使えるわけだ,使う,n
549,180度回転するので、自分撮りのときに便利に使える,使う,n
550,いままで動画と言えば、写真と違って編集が面倒だしファイルサイズも大きいのでなかなかSNSに使えなかったが、この「viddy」はそうした問題を気にしなくてすむようになっている,使う,n
551,この協業により「飲食業」、「小売業」、「理美容」などの業界別に先述した安全率を抽出し、それを元に事業計画書を作成できる新開発のツールが提供される,できる,n
552,起業家は、先輩経営者の経験談や苦労から学んだ点などの「生きている経験」から事業継続のためのノウハウを手軽に、かつわかりやすい形で学び、参考にできる,できる,n
553,ただ、その後、大学の先輩に比較明合成を自動でできるソフト「キクチマジック」（フリーソフトとして公開中）を作ってもらい、ボタン一つで合成できるようになったという,できる,n
554,外出先で書類をチェックしたり、共同作業したりと、ファイルを常に効率的に活用できる,できる,n
555,さらに、多岐に渡るクリエイティブワークのワークフローや作業環境に最適なタブレットを選べるように、マルチタッチ機能搭載モデルやワイヤレスキット付属モデル、アプリケーションソフト付属モデルなどを追加し、ラインアップを広げて提供するとしている,選ぶ,n
556,自由な角度に調節できるたとえば、iPad/2を縦にも横にも取り付けられ、7インチのGalaxyTab7でも縦に取り付け可能だ,できる,n
557,縦にも横にも取り付けられる■3段階に高さを調整できるポールポールは3段の伸び縮み式であり、60cmから125cmの間で、高さを自由に設定できる,できる,n
558,パソコンは電化製品なので、これらのデータが何かの拍子に読み込めなくなることも十分に起こりうる,読み込む,n
559,不測の事態に対処できる「ノートンオンラインバックアップ」「ノートンオンラインバックアップ」とは、ファイル、音楽、写真、その他の重要なドキュメントを損失から自動的に暗号化して保存する機能だ,できる,n
560,1日あたりにパソコンを使える時間や、使える時間帯を設定できるまた勉強に励んでほしい親御さんは、時間設定を利用すると、平日（月〜金）と週末（土・日）で1日あたりにパソコンを使える時間や、使える時間帯を、事細かに設定することができる,使う,n
561,1日あたりにパソコンを使える時間や、使える時間帯を設定できるまた勉強に励んでほしい親御さんは、時間設定を利用すると、平日（月〜金）と週末（土・日）で1日あたりにパソコンを使える時間や、使える時間帯を、事細かに設定することができる,使う,n
562,しかもコンピューターによって適切な歯並びに矯正できるよう計算されて作られるので、極めて正確だ,できる,n
563,」と目玉が飛び出るような請求を避けられるので、懐にやさしいマウスピース矯正と言えよう,言う,n
564,そんなときに手軽にIQをチェックできるアプリがあるので紹介しましょう,できる,n
565,元に戻せるExcel設定,戻す,n
566,ふだん何気なく使っているパソコンだが、ちょっとした工夫やヒントで効率よく仕事ができたり、今まで以上に便利に使えたりするテクニックがある,使う,n
567,作ったファイルはExcel形式に変換して、パソコンに送信できる,できる,n
568,ちゃんと目的のセルを参照しているかどうかをチェックしたいときに使える、便利ワザを紹介しよう,使う,n
569,この前夜祭、ユニークなのは出場者の選出方法にダンマス4に出場できなかった踊り手さんたちでも出場できるかもしれない“完全ランダム抽選”を採用しているところ,できる,n
570,実力や人気に左右されず、誰でもステージに立てるチャンスだ,立つ,n
571,"・ヨドバシカメラ店頭パッケージ4,320円432ポイント（10％）（3,888円）・ヨドバシカメラネットパッケージ4,320円432ポイント（10％）（3,888円）・Amazon.co.jpネットパッケージ4,016円・ビックカメラ店頭パッケージ4,320円216ポイント（5％）（4,104円）・ヨドバシカメラ店頭カード4,800円480ポイント（10％）（4,320円）・ヨドバシカメラネットコード4,800円480ポイント（10％）（4,320円）・ビックカメラ店頭カード4,480円44ポイント（1%）（4,436円）・セブン-イレブン店頭カード4,480円・ニンテンドーeショップ直接ダウンロード4,800円カッコ内はポイントを引いた実質価格で安い順に並べている",並ぶ,n
